109.08534982,-262.835988307
109.085835928,-262.840165978
109.086315398,-262.844343287
109.086806718,-262.848515854
109.08728861,-262.852688744
109.087774557,-262.856860399
109.088246091,-262.861031825
109.088719738,-262.865198366
109.089191965,-262.869365298
109.089676116,-262.87353097
109.090167644,-262.877696644
109.090480163,-262.855995408
109.091080077,-262.756609927
109.092583568,-262.477457941
109.094905912,-261.935261309
109.101783665,-261.139524066
109.112403928,-259.844000297
109.12562316,-258.277998421
109.138534117,-256.81932206
109.150762189,-255.474480685
109.162855976,-254.238979122
109.174740779,-253.106195264
109.186203882,-252.070987098
109.1970294,-251.124564332
109.209259725,-250.167585808
109.227269081,-249.052086482
109.25399299,-247.46861534
109.283372206,-245.843992903
109.321094843,-243.908722309
109.363968228,-241.469947547
109.417751232,-238.903485975
109.770259266,-236.651251608
110.518295825,-234.604682002
111.261626204,-232.593060561
112.046141127,-230.444311019
112.313052402,-228.546876124
111.787273017,-226.733481366
111.047208607,-224.878986114
110.243358515,-222.816351166
109.754688621,-220.71215225
109.678750617,-218.433095666
109.788769053,-215.688394163
109.769125526,-212.891424905
108.821156517,-210.582547416
107.310760947,-208.265855227
105.502490273,-205.450309668
103.320226246,-201.987952171
100.86350333,-198.026350468
98.1491137545,-193.458091063
95.9797676287,-188.26724002
93.5985282458,-182.284355919
90.9004520925,-175.54580027
87.2883922095,-169.234782025
82.5332856326,-163.722393471
79.0442623606,-157.687608967
77.6405570526,-151.068085003
75.8125789789,-144.691746686
73.1310223634,-138.115231757
70.3010257568,-131.091713906
68.2830948195,-124.163985096
68.3322603485,-117.557995325
69.0743299322,-110.922609588
69.8709091218,-103.959390688
70.7391140576,-96.5412132828
71.6802627417,-88.6693230414
71.990437543,-80.947230575
71.1981268298,-73.2917459588
70.3292367144,-65.2502717666
69.4507164085,-56.9778411628
68.5672161244,-48.5373624772
68.1616079639,-40.214218549
69.058901715,-32.557996971
71.3184902803,-25.8967582394
74.4222529852,-20.0753916511
77.6869399112,-14.2402690464
80.9755586392,-8.41581319485
84.2366715697,-2.68490204688
87.4478389894,2.92407751847
90.6157666699,8.42514575476
93.7425010343,13.8489483503
96.8496653631,19.2286620375
99.946903891,24.6027217796
103.012511065,29.8952853833
106.017163551,35.0962995974
108.953360371,40.2106417471
111.841357868,45.3131148105
114.643832777,50.3375335584
117.270900302,55.1436678015
119.792831815,59.8729013696
122.32456959,64.7265289154
124.83443685,69.692381877
126.544609718,74.4888652533
127.794441981,79.4878973965
128.960647307,84.5578390629
130.082369728,89.8792265649
131.18041778,95.6174560189
132.191202744,101.546667687
133.105900896,107.489611601
133.919808453,113.500119953
134.633854039,119.700279824
135.201661823,126.338071553
135.576777621,133.434677225
135.729944073,141.088574282
135.606225499,149.28929078
135.842131479,157.474544076
136.068428538,165.776198778
136.058314945,174.169084244
136.438127504,182.351238261
136.226805288,190.383617528
134.65328423,198.271851803
133.366164246,206.196859795
132.527316003,214.14771902
131.894167764,222.193250679
131.21432251,230.258486381
130.787389173,238.199432153
130.020350548,246.111595947
129.674264513,253.147542246
130.288953196,259.582519432
131.674990032,264.875290501
134.14810803,268.916864066
136.413307287,272.435207335
138.133257439,275.984373449
139.776339714,279.477978159
141.341717387,282.9417968
142.50170719,286.331735895
142.855347828,289.414100919
143.328425675,292.389558289
143.323523579,295.217268012
142.972412151,297.957345772
142.661882955,300.421558902
141.395793349,302.862670608
138.929897572,304.932722571
135.4472506,306.266196412
130.938213198,306.340868587
125.77659262,305.404796882
120.058776401,303.413787911
114.170581926,300.786633955
109.037920591,297.276357346
105.041413604,293.409539695
102.966625324,289.291493893
102.599001307,285.43570189
102.729434189,281.872357064
102.987790654,278.64070769
103.395580913,276.153399817
103.320233622,274.207334565
103.110400888,272.354054561
102.880196857,270.360173505
102.649821518,268.390650215
102.445199046,266.615521863
102.263487061,265.040639382
102.10213279,263.652399766
101.95719734,262.422499793
101.829427567,261.326542939
101.712429567,260.314693761
101.648372914,259.488630437
101.70245029,258.80067738
101.774715973,258.20025153
101.825421183,257.779014289
101.851954754,257.559536444
101.85143459,257.557779306
101.823218338,257.773474172
101.766619864,258.206203293
101.685001332,258.827010406
101.585570205,259.581662869
101.475828608,260.402907378
101.382431931,261.089971816
101.399976231,260.964090749
101.451735651,260.599620102
101.49530325,260.301388353
101.527445194,260.083176493
101.544605048,259.967183432
101.54497734,259.971249086
101.528368931,260.09529735
101.494656271,260.339174494
101.443664888,260.699993649
101.391711135,261.057903671
101.333423428,261.459602304
101.266834277,261.924153811
101.185021272,262.498263191
101.086601436,263.191325913
100.968742635,264.02364401
100.827572493,265.014411474
100.658824336,266.178972029
100.460041161,267.520244912
100.239815621,268.95090988
99.9949935736,270.522524703
99.7241239058,272.238021437
